player_id,trial_id,choice,RT,difficulty_bin,distance,gender
0,0,1.0,2.1,1,234.97106225977058,Female
15,1,0.0,1.0333333333333334,0,126.58819989463086,Female
0,2,0.0,1.1333333333333333,1,246.16157870843807,Female
15,3,1.0,1.0,1,157.11012378427978,Female
0,4,0.0,0.6,0,125.56940700778262,Female
15,5,1.0,1.1666666666666667,0,119.02286990683405,Female
0,6,1.0,0.7666666666666667,1,146.54884086615067,Female
0,7,0.0,1.8666666666666667,1,200.8113662485205,Female
15,8,1.0,1.3,1,171.0703193317541,Female
0,9,0.0,0.43333333333333335,0,106.71759726013379,Female
15,10,1.0,0.9,0,101.49668282710248,Female
0,11,1.0,1.1333333333333333,1,164.6483107576433,Female
15,12,0.0,0.5666666666666667,0,99.77994301491258,Female
0,13,1.0,0.9,0,121.59978185377096,Female
15,14,0.0,0.9666666666666667,0,131.19137179915987,Female
0,15,1.0,0.7666666666666667,0,125.57702948883849,Female
15,16,1.0,0.6,0,108.64893248181504,Female
0,17,0.0,0.9666666666666667,0,64.94092351419806,Female
15,18,0.0,1.6333333333333333,1,170.46756659147852,Female
0,19,1.0,0.9,1,189.88256754496567,Female
15,20,1.0,1.3,0,123.23596856631232,Female
0,21,0.0,0.8,0,124.7533810394106,Female
15,22,1.0,1.8666666666666667,1,150.95598914895243,Female
0,23,1.0,0.7333333333333333,1,155.60508292630558,Female
15,24,1.0,0.9333333333333333,0,105.39959204494474,Female
0,25,0.0,0.9333333333333333,0,128.3022194815193,Female
15,26,1.0,1.8333333333333333,1,158.8842725935438,Female
15,27,1.0,1.0666666666666667,0,92.20025967680162,Female
0,28,1.0,0.8666666666666667,1,144.88314604984157,Female
15,29,1.0,0.7333333333333333,0,116.22070602725879,Female
0,30,1.0,1.9,1,230.33628929504616,Female
15,31,1.0,0.7333333333333333,0,108.0068111435841,Female
0,32,0.0,0.8,0,99.67058033286926,Female
15,33,0.0,1.4,1,172.61408150827512,Female
15,34,1.0,0.9666666666666667,1,135.68393838664403,Female
0,35,0.0,0.9,1,150.27540096095052,Female
15,36,0.0,1.0333333333333334,0,131.05491378981318,Female
0,37,1.0,1.2333333333333334,1,177.621817724405,Female
15,38,1.0,0.8666666666666667,0,85.88096322189942,Female
0,39,1.0,0.9,0,87.86292944502944,Female
15,40,1.0,1.0,0,126.50240136392097,Female
15,41,1.0,0.8333333333333334,0,80.29867304568504,Female
0,42,0.0,1.1333333333333333,1,165.5106774151609,Female
15,43,1.0,1.2,1,190.9391393532028,Female
0,44,1.0,0.8333333333333334,1,148.3205856585339,Female
15,45,1.0,1.0333333333333334,1,139.0963094038069,Female
0,46,0.0,0.9,0,107.93671075506411,Female
15,47,1.0,1.5666666666666667,1,176.97953001303242,Female
0,48,0.0,0.4666666666666667,0,103.20694948842892,Female
15,49,1.0,1.0333333333333334,0,129.4198257400144,Female
0,50,1.0,0.9666666666666667,1,214.62675764895295,Female
15,51,0.0,1.0,0,119.585334737189,Female
0,52,0.0,1.3,1,198.5483982239866,Female
15,53,1.0,1.1666666666666667,1,145.0645755844729,Female
0,54,0.0,0.6666666666666666,0,80.1163712492414,Female
15,55,0.0,1.2,1,165.20114207901997,Female
15,56,1.0,0.8,0,105.67496124956426,Female
0,57,0.0,0.43333333333333335,0,101.1458945963021,Female
15,58,1.0,0.8666666666666667,0,94.00309499284988,Female
0,59,1.0,1.2,1,222.67290016278682,Female
15,60,0.0,0.5666666666666667,0,112.10602205176627,Female
0,61,0.0,0.7,0,111.05735202824086,Female
15,62,0.0,1.5333333333333334,1,196.56845857445262,Female
15,63,1.0,0.9666666666666667,0,92.53505986284051,Female
0,64,0.0,0.8333333333333334,0,133.02036585653826,Female
15,65,1.0,1.7333333333333334,0,130.55171123052241,Female
0,66,0.0,0.5666666666666667,0,129.1772667276616,Female
0,67,0.0,1.8333333333333333,1,209.85227243058046,Female
15,68,0.0,1.3,1,197.98217564049023,Female
0,69,1.0,1.0333333333333334,1,193.756005259158,Female
15,70,1.0,0.9,1,153.97626742288762,Female
0,71,0.0,1.0,1,172.04613255533366,Female
15,72,1.0,1.4,1,171.52391072438283,Female
0,73,1.0,0.6666666666666666,1,133.73061184090395,Female
15,74,1.0,1.0,0,81.71251503455889,Female
0,75,0.0,0.9666666666666667,1,161.44363740473176,Female
15,76,0.0,1.0333333333333334,1,198.94428774220938,Female
0,77,1.0,0.8666666666666667,1,163.43959970650087,Female
15,78,0.0,1.3,1,180.91155424551235,Female
0,79,0.0,1.3,1,229.55089756102876,Female
15,80,1.0,1.1333333333333333,0,121.31234170147184,Female
